tweet_id,time_created,url,username,tweet,like_count,reply_count,quote_count,retweet_count
1954770850743472325,2025-08-11 05:04:23+00:00,https://x.com/flatpee/status/1954770850743472325,flatpee,"animasi kek gini masa mau tayang di layar lebar? 😭 ga layak bener asli merah putih one for all ini.

masuk netflix aja gaakan kayanya 😭🤌",0,0,0,0
1954174942804840536,2025-08-09 13:36:27+00:00,https://x.com/IndoPopBase/status/1954174942804840536,IndoPopBase,The infamous animated movie ‘MERAH PUTIH: ONE FOR ALL’ reportedly had a production budget of Rp6.7 billion. https://t.co/TmoMua8Pze,58155,3827,9630,6611
1954770010427339004,2025-08-11 05:01:03+00:00,https://x.com/haluanharian/status/1954770010427339004,haluanharian,Tim di Balik Film Animasi Merah Putih One for All https://t.co/aJlUYuuItb,0,0,0,0
1954768731940565296,2025-08-11 04:55:58+00:00,https://x.com/serambinews/status/1954768731940565296,serambinews,"Film animasi berjudul Merah Putih One For All kini menjadi sorotan.
Pasalnya animasi yang menghabiskan anggaran mencapai Rp 6,7 milair tersebut malah jauh dari kata memuaskan hasilnya
 
https://t.co/9GFD9uDmwE lewat @tribunnews",0,0,0,0
1954768516600693058,2025-08-11 04:55:06+00:00,https://x.com/Chandraaaa15/status/1954768516600693058,Chandraaaa15,@KucengTerbanggg trailer merah putih one for all,0,0,0,0
1954768453459751378,2025-08-11 04:54:51+00:00,https://x.com/afifriw/status/1954768453459751378,afifriw,"Konon film Merah Putih One for All dibuat bukan cuma untuk edukasi, tapi untuk pengganti hukuman warga nakal. 

Dulu masuk ke barak, sekarang disuruh rewatch film nya sampe 5x.",0,0,0,0
1954768446442570081,2025-08-11 04:54:50+00:00,https://x.com/wazowskieeee/status/1954768446442570081,wazowskieeee,Emng ada ya orng yng nnton Merah Putih One For All?,0,1,0,0
1954768255685624193,2025-08-11 04:54:04+00:00,https://x.com/alphagama18/status/1954768255685624193,alphagama18,@dewalangit_ Merah putih one for all aja dulu mas boleh.. 🤣,0,1,0,0
1954768197674226091,2025-08-11 04:53:50+00:00,https://x.com/makantuhfilm/status/1954768197674226091,makantuhfilm,"Akhirnya animasi lokal kembali lagi, cukup bangga kali ini karna menceritakan tentang kemerdekaan, perjuangan dan air mata (sakit liat posternya)

Karya terbaik anak bangsa harus kita apresiasi (tapi boong)

this is MERAH PUTIH ONE FOR ALL

Di bioskop 14 agustus 2025 https://t.co/tMmLhqKqA6",0,2,0,0
1954767555534721430,2025-08-11 04:51:17+00:00,https://x.com/TheBagasK/status/1954767555534721430,TheBagasK,"Perdebatan mengenai MERAH PUTIH ONE FOR ALL (BagasK marah2)
https://t.co/u05TyaYOo8",4,0,0,1
1954767508541731279,2025-08-11 04:51:06+00:00,https://x.com/abjadbiru/status/1954767508541731279,abjadbiru,"@narabahasa Kenapa saya jadi inget ke MERAH PUTIH One For All?

Are you cooking?",0,0,0,0
1954766862388211944,2025-08-11 04:48:32+00:00,https://x.com/sojuapel/status/1954766862388211944,sojuapel,@harbowoputra merah putih one for all SHADE??!???,0,0,0,0
1954766780398014812,2025-08-11 04:48:12+00:00,https://x.com/detikcom/status/1954766780398014812,detikcom,"Film animasi ""Merah Putih: One For All"" menuai kritik karena kualitasnya. Biaya produksi disebut Rp 6,7 miliar, namun asetnya dibeli dari Daz3D dengan harga murah.

via @detik_pop 

https://t.co/djzoa1Nj2B",105,38,3,38
1954766755228012635,2025-08-11 04:48:06+00:00,https://x.com/detikhot/status/1954766755228012635,detikhot,"Film animasi ""Merah Putih: One For All"" menuai kritik karena kualitasnya. Biaya produksi disebut Rp 6,7 miliar, namun asetnya dibeli dari Daz3D dengan harga murah.

via detikPop https://t.co/LPsktd8xXx",1,0,0,1
1954766484112351670,2025-08-11 04:47:02+00:00,https://x.com/d_dbankong/status/1954766484112351670,d_dbankong,"@GilaFilmID Judul koq ada 'asingnya' Merah Putih One For All, gak Indonesia banget",21,0,0,1
1954766151080439914,2025-08-11 04:45:42+00:00,https://x.com/_dbnc/status/1954766151080439914,_dbnc,@sbyfess Merah putih one for all,0,0,0,0
1954766075675152832,2025-08-11 04:45:24+00:00,https://x.com/MyInfoID/status/1954766075675152832,MyInfoID,Mengapa Film Animasi Merah Putih One For All Heboh di Medsos? https://t.co/G36vThZkQl,0,0,0,0
1954765348118687789,2025-08-11 04:42:31+00:00,https://x.com/eradotid/status/1954765348118687789,eradotid,"Film Animasi Merah Putih: One For All Dikuliti, Dianggap Merusak Industri https://t.co/iYFar3LUkk",3,0,0,0
1954764514890830240,2025-08-11 04:39:12+00:00,https://x.com/cakuelemes/status/1954764514890830240,cakuelemes,"Kalo liat polanya dari yang udah-udah, tinggal nunggu aja rame-rame huru hara soal merah putih one for all ini diakhiri dengan munculnya satu orang pahlawan untuk menyelamatkan semuanya. Wait and see.",1,1,0,0
1954764464429150501,2025-08-11 04:39:00+00:00,https://x.com/GilaFilmID/status/1954764464429150501,GilaFilmID,"Hoalaaa, ada twistnya ternyata. Visual film Merah Putih One For All akan sangat berbeda dari trailernya👏👏👏👏👏 https://t.co/Zk2bxObHm3",259,91,139,45
1954764431927517649,2025-08-11 04:38:52+00:00,https://x.com/grok/status/1954764431927517649,grok,"@agrinugrohooo agrinugrohooo Wkwkwk emang, tapi beneran deh, Merah Putih One for All lebih bermakna. Meme Tungtung Sahur lucu sih, tapi film ini ajak persatuan. Nonton yuk tanggal 14! 🇮🇩",0,0,0,0
1954764204092883440,2025-08-11 04:37:58+00:00,https://x.com/axxmouzart/status/1954764204092883440,axxmouzart,"kalau ada cara menghina bendera dan bangsa indonesia  dengan halus sehalus-halusnya penghinaan contohnya adalah membuat Film Animasi bertajuk nasionalis seperti ""MERAH PUTIH ONE FOR ALL"" dengan budget 6.7milyar

stop penayangan film ini. indonesia layak dapat yg lebih baik.",0,0,0,0
